Accession	Name	Cluster	Subcluster	PEQtoCluRepr	Grose_Casjens_Cluster	Gros_Casjens_Subcluster
NC_070984.1	Escherichia phage ES17, complete genome	100	1	0.834308		
NC_070983.1	Escherichia phage IME267, complete genome	100	1	0.644477		
NC_023593.1	Escherichia phage KBNP1711, complete genome	100	1	0.683782		
NC_070990.1	Escherichia phage MN03, complete genome	100	1	1		
NC_070987.1	Escherichia phage MN05, complete genome	100	1	0.855213		
NC_070992.1	Escherichia phage Paul, complete genome	100	1	0.783418		
NC_070986.1	Escherichia phage vB EcoP EcoN5, complete genome	100	1	0.7718		
NC_070993.1	Escherichia phage vB EcoP IMEP8, complete genome	100	1	0.8088		
NC_070980.1	Escherichia phage vB EcoP SU7, complete genome	100	1	0.629956		
NC_070991.1	Escherichia phage vB EcoP WFI101126, complete genome	100	1	0.786416		
NC_070982.1	Escherichia phage vB EcoP-101114UKE3, complete genome	100	1	0.619051999999999		
NC_070989.1	Escherichia phage vB EcoP-CHD5UKE1, complete genome	100	1	0.857794		
NC_027395.1	Phage vB EcoP SU10, complete genome	100	1	0.879382		
NC_070988.1	Shigella phage SGF2, complete genome	100	1	0.841469999999999		
NC_055794.1	Vibrio phage Achelous, complete genome	101	1	0.883174		
NC_055848.1	Vibrio phage AG74, complete genome	101	1	0.939482		
NC_055851.1	Vibrio phage Athena, complete genome	101	1	0.941557		
NC_055829.1	Vibrio phage Bennett, complete genome	101	1	0.932804		
NC_055800.1	Vibrio phage Brizo, complete genome	101	1	0.895168		
NC_042094.1	Vibrio phage Ceto, complete genome	101	1	0.676444		
NC_055830.1	Vibrio phage Chester, complete genome	101	1	0.933748999999999		
NC_055849.1	Vibrio phage Cody, complete genome	101	1	1		
NC_055913.1	Vibrio phage Gary, complete genome	101	1	0.903967		
NC_042074.1	Vibrio phage JSF10, complete genome	101	2	0.331431999999999		
NC_047882.1	Vibrio phage JSF12, complete genome	101	2	0.333667999999999		
NC_028895.1	Vibrio phage phi 3, complete genome	101	2	0.327902		
NC_055801.1	Vibrio phage Pontus, complete genome	101	1	0.833303		
NC_019529.1	Vibrio phage pVp-1, complete genome	101	1	0.608914		
NC_055850.1	Vibrio phage Quinn, complete genome	101	1	0.927052		
NC_055847.1	Vibrio phage River4, complete genome	101	1	0.78187		
NC_042095.1	Vibrio phage Thalassa, complete genome	101	1	0.790713		
NC_028878.1	Mycobacterium phage Archie, complete genome	102	1	0.837519		
NC_053510.1	Mycobacterium phage Bromden, complete genome	102	4	0.541079		
NC_053506.1	Mycobacterium phage CELFI, complete genome	102	1	0.830985		
NC_055786.1	Mycobacterium phage CicholasNage, complete genome	102	2	0.527484		
NC_022071.1	Mycobacterium phage Crossroads, complete genome	102	1	0.944785		
NC_055827.1	Mycobacterium phage DirkDirk, complete genome	102	2	0.503671		
NC_053511.1	Mycobacterium phage DyoEdafos, complete genome	102	4	0.560176999999999		
NC_015584.1	Mycobacterium phage Faith1, complete genome	102	1	0.95041		
NC_053507.1	Mycobacterium phage Finemlucis, complete genome	102	1	0.900052		
NC_031124.1	Mycobacterium phage Gardann, complete genome	102	1	1		
NC_053508.1	Mycobacterium phage GuuelaD, complete genome	102	1	0.918709		
NC_053505.1	Mycobacterium phage Krypton555, complete genome	102	3	0.514718999999999		
NC_014461.1	Mycobacterium phage LeBron, complete genome	102	2	0.527455		
NC_028843.1	Mycobacterium phage Lolly9, complete genome	102	3	0.511267		
NC_053504.1	Mycobacterium phage Lumos, complete genome	102	3	0.51003		
NC_055918.1	Mycobacterium phage OhShagHennessy, complete genome	102	2	0.523994		
NC_023732.1	Mycobacterium phage Rumpelstiltskin, complete genome	102	1	0.904567		
NC_055790.1	Mycobacterium phage Silverleaf, complete genome	102	2	0.542303		
NC_028778.1	Mycobacterium phage Snenia, complete genome	102	3	0.501105		
NC_053509.1	Mycobacterium phage Tourach, complete genome	102	1	0.840489		
NC_022052.1	Mycobacterium phage Whirlwind, complete genome	102	3	0.519459		
NC_042313.1	Mycobacterium virus JoeDirt, complete genome	102	2	0.526409		
NC_079140.1	Gordonia phage Azira, complete genome	103	3	0.449823		
NC_070896.1	Gordonia phage BigChungus, complete genome	103	1	0.847968		
NC_070893.1	Gordonia phage CherryonLim, complete genome	103	1	0.908167		
NC_030941.1	Gordonia phage Cozz, complete genome	103	2	0.505006		
NC_031234.1	Gordonia phage Emalyn, complete genome	103	2	0.491652		
NC_079141.1	Gordonia phage Gibbous, complete genome	103	3	0.446258999999999		
NC_015720.1	Gordonia phage GTE2, complete genome	103	2	0.442795999999999		
NC_070894.1	Gordonia phage Lauer, complete genome	103	1	0.826561		
NC_070892.1	Gordonia phage Mayweather, complete genome	103	1	0.933373		
NC_070891.1	Gordonia phage Pons, complete genome	103	1	1		
NC_070895.1	Gordonia phage SheckWes, complete genome	103	1	0.849299999999999		
NC_042102.1	Gordonia phage Troje, complete genome	103	2	0.470615		
NC_070897.1	Gordonia phage Vine, complete genome	103	1	0.822113		
NC_070890.1	Agrobacterium phage Atu ph04, complete genome	104	3	0.285413999999999		
NC_070887.1	Rhizobium phage AF3, complete genome	104	1	0.927129		
NC_070886.1	Rhizobium phage P9VFCI, complete genome	104	1	0.917996		
NC_070885.1	Rhizobium phage RHph I1 9, complete genome	104	1	0.618679		
NC_070884.1	Rhizobium phage RHph N34, complete genome	104	1	0.61392		
NC_070883.1	Rhizobium phage RHph Y68, complete genome	104	1	0.62498		
NC_070889.1	Rhizobium phage RL2RES, complete genome	104	1	0.821757		
NC_070888.1	Rhizobium phage RL38J1, complete genome	104	1	0.828641		
NC_025429.1	Rhizobium phage vB RleM P10VF, complete genome	104	1	1		
NC_028676.1	Sinorhizobium phage phiM9, complete genome	104	2	0.391888		
NC_006548.1	Pseudomonas phage B3, complete genome	105	3	0.467368		
NC_074744.1	Pseudomonas phage Fc02, complete genome	105	1	0.872448		
NC_074742.1	Pseudomonas phage Fc22, complete genome	105	1	0.838168999999999		
NC_074746.1	Pseudomonas phage H71, complete genome	105	1	0.886915		
NC_074745.1	Pseudomonas phage H72, complete genome	105	1	0.880778		
NC_027986.1	Pseudomonas phage JBD18, complete genome	105	2	0.567504999999999		
NC_027992.1	Pseudomonas phage JBD25, complete genome	105	1	0.831417		
NC_074743.1	Pseudomonas phage Ps59, complete genome	105	1	0.767137		
NC_074748.1	Pseudomonas phage Ps60, complete genome	105	2	0.402876		
NC_074747.1	Pseudomonas phage UMP151, complete genome	105	1	1		
NC_074749.1	Pseudomonas phage vB Pae-SS2019XII, complete genome	105	2	0.555973		
NC_028667.1	Pseudomonas phage vB PaeS PM105	105	2	0.432251999999999		
NC_028876.2	Mycobacterium phage Ariel, complete genome	106	2	0.507427		
NC_023690.1	Mycobacterium phage Courthouse, complete genome	106	2	0.524791999999999		
NC_028953.1	Mycobacterium phage MiaZeal, complete genome	106	2	0.519627		
NC_026584.1	Mycobacterium phage Minerva, complete genome	106	1	0.822153		
NC_004688.1	Mycobacterium phage Omega, complete genome	106	2	0.576295		
NC_041844.1	Mycobacterium phage Optimus, complete genome	106	1	1		
NC_022066.1	Mycobacterium phage Redno2, complete genome	106	1	0.686641		
NC_023738.1	Mycobacterium phage Thibault, complete genome	106	1	0.646371		
NC_022067.1	Mycobacterium phage Wanda, complete genome	106	1	0.803851		
NC_042316.1	Mycobacterium virus BAKA, complete genome	106	1	0.89258		
NC_042322.1	Mycobacterium virus LittleE, complete genome	106	2	0.577307999999999		
NC_049498.1	Arthrobacter phage Abba, complete genome	107	3	0.327796		
NC_031252.1	Arthrobacter phage BarretLemon, complete genome	107	1	0.708528		
NC_041999.1	Arthrobacter phage Beans, complete genome	107	1	0.661391		
NC_041930.1	Arthrobacter phage Brent, complete genome	107	1	0.670182		
NC_041931.1	Arthrobacter phage Jawnski, complete genome	107	1	0.653243		
NC_041932.1	Arthrobacter phage Martha, complete genome	107	1	0.874103		
NC_042014.1	Arthrobacter phage Piccoletto, complete genome	107	1	0.673999999999999		
NC_042015.1	Arthrobacter phage Shade, complete genome	107	1	0.9394		
NC_041933.1	Arthrobacter phage Sonny, complete genome	107	1	1		
NC_049465.1	Arthrobacter phage Vibaki, complete genome	107	2	0.246908		
NC_049468.1	Arthrobacter phage Zartrosa, complete genome	107	1	0.901064		
NC_055840.1	Agrobacterium phage OLIVR1, complete genome	108	2	0.298987		
NC_070856.1	Rhizobium phage RHEph16, complete genome	108	1	0.765969		
NC_070855.1	Rhizobium phage RHEph22, complete genome	108	1	1		
NC_070852.1	Rhizobium phage RHph I1 6, complete genome	108	1	0.719602		
NC_070851.1	Rhizobium phage RHph N38, complete genome	108	1	0.731444		
NC_070857.1	Rhizobium phage RHph X2 28B, complete genome	108	3	0.310019999999999		
NC_070854.1	Rhizobium phage RHph Y2 6, complete genome	108	1	0.765375		
NC_070853.1	Rhizobium phage RHph Y38, complete genome	108	1	0.941169		
NC_049469.1	Sinorhizobium phage ort11, complete genome	108	4	0.315404		
NC_012753.1	Streptococcus phage 5093, complete genome	109	1	0.714942		
NC_071057.1	Streptococcus phage CHPC1151, complete genome	109	1	0.811283		
NC_071053.1	Streptococcus phage CHPC1198, complete genome	109	1	0.820027		
NC_071058.1	Streptococcus phage CHPC1282, complete genome	109	1	0.73367		
NC_071056.1	Streptococcus phage P0092, complete genome	109	1	0.838175		
NC_071054.1	Streptococcus phage P0093, complete genome	109	1	0.888123		
NC_071059.1	Streptococcus phage P0095, complete genome	109	1	0.764636		
NC_071060.1	Streptococcus phage SW19, complete genome	109	1	0.654023		
NC_071055.1	Streptococcus phage SW24, complete genome	109	1	0.893676		
NC_071052.1	Streptococcus phage SW27, complete genome	109	1	1		
NC_071051.1	Streptococcus phage SW4, complete genome	109	1	0.8344		
NC_004686.2	Mycobacteriophage Che9d, complete genome	110	1	0.632919999999999		
NC_023698.1	Mycobacterium phage Avani, complete genome	110	1	0.754072		
NC_051722.1	Mycobacterium phage Demsculpinboyz, complete genome	110	1	0.690928		
NC_022069.1	Mycobacterium phage Jabbawokkie, complete genome	110	1	1		
NC_051723.1	Mycobacterium phage Soul22, complete genome	110	1	0.669156		
NC_042030.1	Mycobacterium phage Yoshi, complete sequence	110	1	0.639458		
NC_051724.1	Mycobacterium phage Zapner, complete genome	110	1	0.988955		
NC_048153.1	Streptomyces phage Austintatious, complete genome	111	1	0.812984		
NC_048072.1	Streptomyces phage Darolandstone, complete genome	111	2	0.287147999999999		
NC_047792.1	Streptomyces phage Ididsumtinwong, complete genome	111	1	1		
NC_047793.1	Streptomyces phage PapayaSalad, complete genome	111	1	0.808263		
NC_047794.1	Streptomyces phage Picard, complete genome	111	4	0.293436999999999		
NC_047795.1	Streptomyces phage Raleigh, complete genome	111	2	0.331663999999999		
NC_018848.1	Streptomyces phage SV1, complete genome	111	3	0.423301		
NC_047775.1	Salinivibrio phage SMHB1, complete genome	112	2	0.250530999999999		
NC_003313.1	Vibrio phage K139, complete genome	112	1	0.925979		
NC_027368.1	Vibrio phage PV94, complete genome	112	5	0.361369		
NC_055862.1	Vibrio phage ValB1MD-2, complete genome	112	4	0.359809		
NC_049477.1	Vibrio phage vB ValM-yong1, complete genome	112	3	0.293212		
NC_022747.1	Vibrio phage VPUSM 8, complete genome	112	1	1		
NC_027381.1	Escherichia phage Pollock, complete genome	113	1	0.616647		
NC_049467.1	Klebsiella phage KpCHEMY26, complete genome	113	1	0.638452999999999		
NC_049444.1	Klebsiella phage Pylas, complete genome	113	1	0.624871		
NC_021772.1	Salmonella phage FSL SP-058, complete genome	113	1	0.854642		
NC_021782.1	Salmonella phage FSL SP-076, complete genome	113	1	1		
NC_055921.1	Salmonella phage vB SalP TR2, complete genome	113	1	0.608238		
NC_004112.1	Lactobacillus phage A2, complete genome	114	3	0.486044		
NC_048737.1	Lactobacillus phage BH1, complete genome	114	2	0.518913		
NC_022756.1	Lactobacillus phage J-1, complete genome	114	1	1		
NC_048680.1	Lactobacillus phage LJ, complete genome	114	1	0.671908		
NC_011104.1	Lactobacillus phage Lrm1, complete genome	114	2	0.505854		
NC_022757.1	Lactobacillus phage PL-1, complete genome	114	1	0.963143		
NC_015263.1	Lactococcus phage 949, complete genome	115	1	0.669007		
NC_049854.1	Lactococcus phage AM1, complete genome	115	1	1		
NC_049856.1	Lactococcus phage AM4, complete genome	115	1	0.711262		
NC_049855.1	Lactococcus phage LW81, complete genome	115	1	0.800488		
NC_049857.1	Lactococcus phage P1048, complete genome	115	1	0.714847		
NC_023574.1	Lactococcus phage phiL47, complete genome	115	1	0.700643		
NC_027341.1	Lactococcus phage WRP3, complete genome	115	1	0.697597999999999		
NC_023697.1	Mycobacterium phage Babsiella, complete genome	116	1	0.862186		
NC_011291.1	Mycobacterium phage Brujita, complete genome	116	1	0.647969999999999		
NC_004683.1	Mycobacterium phage Che9c, complete genome	116	2	0.34453		
NC_055707.1	Mycobacterium phage HC DNA, complete genome	116	1	1		
NC_026589.1	Mycobacterium phage Sbash, complete genome	116	3	0.32653		
NC_055815.1	Mycobacterium phage Xula, complete genome	116	1	0.716432		
NC_041890.1	Propionibacterium phage Anatole, complete genome	117	2	0.34918		
NC_041891.1	Propionibacterium phage B22, complete genome	117	1	0.694261		
NC_041892.1	Propionibacterium phage B3, complete genome	117	2	0.292782		
NC_041893.1	Propionibacterium phage Doucette, complete genome	117	1	0.745339		
NC_041894.1	Propionibacterium phage E6, complete genome	117	1	1		
NC_041895.1	Propionibacterium phage G4, complete genome	117	1	0.677065		
NC_042000.1	Arthrobacter phage Colucci, complete genome	118	1	0.712226999999999		
NC_049489.1	Arthrobacter phage DrYang, complete genome	118	1	0.642948		
NC_049442.1	Arthrobacter phage KBurrousTX, complete genome	118	1	0.624664		
NC_049471.1	Arthrobacter phage Lymara, complete genome	118	1	0.805122		
NC_042053.1	Arthrobacter phage PrincessTrina, complete genome	118	1	1		
NC_026606.1	Arthrobacter phage vB ArtM-ArV1, complete genome	118	1	0.619799		
NC_047739.1	Lactobacillus phage ATCC 8014-B2, complete genome	119	3	0.592302		
NC_047897.1	Lactobacillus phage Lenus, complete genome	119	2	0.393522999999999		
NC_047931.1	Lactobacillus phage Maenad, complete genome	119	1	1		
NC_047925.1	Lactobacillus phage Nyseid, complete genome	119	2	0.394163		
NC_047764.1	Lactobacillus phage P1, complete genome	119	1	0.657949		
NC_047760.1	Lactobacillus phage SA-C12, complete genome	119	2	0.402474		
NC_047918.1	Lactobacillus phage Satyr, complete genome	119	1	0.86083		
NC_055874.1	CrAssphage cr3 1, complete genome	120	1	0.797877		
NC_055760.1	MAG: CrAssphage sp. isolate ctbg 1, complete genome	120	3	0.262723		
NC_062778.1	Uncultured phage cr17 1, complete genome	120	4	0.374089		
NC_062764.1	Uncultured phage cr49 1, complete genome	120	1	1		
NC_062776.1	Uncultured phage cr9 1, complete genome	120	5	0.330141		
NC_062770.1	Uncultured phage cr91 1, complete genome	120	2	0.285845		
NC_073598.1	Arthrobacter phage BlueFeather, complete genome	121	3	0.301403		
NC_073596.1	Arthrobacter phage Corgi, complete genome	121	1	0.330501999999999		
NC_073597.1	Arthrobacter phage Idaho, complete genome	121	4	0.281796		
NC_073595.1	Arthrobacter phage Noely, complete genome	121	1	0.272375999999999		
NC_073599.1	Arthrobacter phage Whytu, complete genome	121	2	0.791314		
NC_073600.1	Arthrobacter phage Yavru, complete genome	121	2	1		
NC_005284.1	Bacteriophage phi1026b, complete genome	122	N/A	0.691570999999999		
NC_007497.1	Burkholderia phage Bcep176, complete genome	122	N/A	0.260847999999999		
NC_013055.1	Burkholderia phage KS9, complete genome	122	N/A	0.28081		
NC_009235.2	Burkholderia phage phi644-2, complete genome	122	N/A	0.655348		
NC_003309.1	Burkholderia phage phiE125, complete genome	122	N/A	1		
NC_031077.1	Enterobacter phage Tyrion, complete genome	123	N/A	0.562724		
NC_007804.2	Escherichia phage phiV10, complete genome	123	N/A	1		
NC_019445.1	Escherichia phage TL-2011b, complete genome	123	N/A	0.491820999999999		
NC_016761.1	Salmonella phage SPN1S, complete genome	123	N/A	0.518911		
NC_011398.1	Clostridioides phage phiCD27, complete genome	124	N/A	0.605688999999999		
NC_048643.1	Clostridium phage CDKM15, complete genome	124	N/A	0.642494		
NC_048642.1	Clostridium phage CDKM9, complete genome	124	N/A	0.698681		
NC_028764.1	Clostridium phage phiCD505, complete genome	124	N/A	1		
NC_019421.1	Clostridium phage phiMMP02, complete genome	124	N/A	0.670321		
NC_074664.1	Pseudomonas phage BUCT566, complete genome	125	N/A	0.549051		
NC_030929.1	Pseudomonas phage JBD44, complete genome	125	N/A	0.657872999999999		
NC_016762.1	Pseudomonas phage phi297, complete genome	125	N/A	0.364496999999999		
NC_074663.1	Pseudomonas phage vB Pae LC3I3, complete genome	125	N/A	1		
NC_030909.1	Pseudomonas phage YMC11 7 P54 PAE BP, complete genome	125	N/A	0.329501		
NC_070921.1	Erwinia phage Pavtok, complete genome	126	N/A	0.34341		
NC_054965.1	Klebsiella phage LASTA, complete genome	126	N/A	0.698271		
NC_054966.1	Klebsiella phage SopranoGao, complete genome	126	N/A	1		
NC_048758.1	Serratia phage Parlo, complete genome	126	N/A	0.344435999999999		
NC_028836.1	Pseudomonas phage DL62, complete genome	127	1	0.885834		
NC_009936.1	Pseudomonas phage LKA1, complete genome	127	4	0.260748		
NC_009935.1	Pseudomonas phage LKD16, complete genome	127	1	0.89224		
NC_010326.1	Pseudomonas phage LUZ19, complete genome	127	1	0.917126		
NC_022746.1	Pseudomonas phage MPK6, complete genome	127	1	0.920984999999999		
NC_022091.1	Pseudomonas phage MPK7, complete genome	127	1	0.880044		
NC_047952.1	Pseudomonas phage PAXYB1, complete genome	127	1	0.927618		
NC_013638.1	Pseudomonas phage phi-2, complete genome	127	3	0.275526999999999		
NC_012418.1	Pseudomonas phage phikF77, complete genome	127	1	0.919054		
NC_005045.1	Pseudomonas phage phiKMV, complete genome	127	1	0.922271		
NC_047852.1	Pseudomonas phage phiNFS, complete genome	127	1	0.92166		
NC_047933.1	Pseudomonas phage phiNV3, complete genome	127	2	0.404939		
NC_011107.1	Pseudomonas phage PT2, complete genome	127	1	0.911775		
NC_011105.1	Pseudomonas phage PT5, complete genome	127	1	0.980315		
NC_048168.1	Pseudomonas phage RLP, complete genome	127	1	0.923031		
NC_017865.1	Pseudomonas phage vB Pae-TbilisiM32, complete genome	127	1	1		
NC_047953.1	Pseudomonas phage vB PaeP 130 113, complete genome	127	1	0.89149		
NC_047967.1	Pseudomonas phage vB PaeP PAO1 1-15pyo, complete genome	127	1	0.851461		
NC_026602.1	Pseudomonas phage vB PaeP PAO1 Ab05, complete genome	127	1	0.889642		
NC_027375.1	Pseudomonas phage vB PaeP PPA-ABTNL, complete genome	127	1	0.893444		
NC_041938.1	Arthrobacter phage Bennie, complete genome	128	1	0.882184		
NC_054418.1	Arthrobacter phage BigMack, complete genome	128	1	1		
NC_041939.1	Arthrobacter phage DrRobert, complete genome	128	1	0.890428		
NC_054419.1	Arthrobacter phage Gisselle, complete genome	128	1	0.866492		
NC_041940.1	Arthrobacter phage Glenn, complete genome	128	1	0.81729		
NC_054420.1	Arthrobacter phage GreenHearts, complete genome	128	1	0.68772		
NC_054421.1	Arthrobacter phage Greenhouse, complete genome	128	1	0.681664		
NC_041941.1	Arthrobacter phage HunterDalle, complete genome	128	1	0.718920999999999		
NC_054422.1	Arthrobacter phage Huntingdon, complete genome	128	1	0.696266		
NC_041942.1	Arthrobacter phage Joann, complete genome	128	1	0.68025		
